relation_id,sample_id,sha256,function_id,source_node,target_node,relation_type,tool,command_or_analysis_step,confidence,uncertainty_reason,evidence_label
V23-R-0003318,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa4c1,0xa4c1,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003319,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa4c1,0xa506,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003320,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa506,0xa538,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003321,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa506,0xa50b,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003322,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa50b,0xa50d,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003323,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa50d,0xa50d,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003324,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa50d,0xa538,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003325,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa538,0xa591,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003326,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa538,0xa550,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003327,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa550,0xa550,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003328,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa550,0xa591,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; fail,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003329,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa591,0x9709,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003330,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0xa5e1,0x9bfd,basic_block_edge,radare2 6.1.9 via r2pipe,aaa; agfj @ 0x9680; jump,HIGH,Static CFG may omit indirect or computed transfers.,DERIVED_EVIDENCE
V23-R-0003331,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9691,0x1a8,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003332,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96ab,0x29af70,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003333,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96b5,0x29af78,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003334,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96bf,0x29af74,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003335,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96c9,0x6ff0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003336,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96d1,0x7460,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003337,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96da,0x29b120,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003338,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96e4,0x5d00,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003339,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96e4,sym.imp.pthread_mutex_lock,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0003340,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96e4,sym.imp.pthread_mutex_lock,source_sink_hint,radare2 6.1.9 via r2pipe,import-name heuristic over direct call,LOW,Name-based triage hint only; argument flow and exploitability are not established.,DERIVED_EVIDENCE
V23-R-0003341,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96ec,0x16028,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003342,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96f6,0x59f0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003343,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96f6,sym.imp.pthread_mutex_unlock,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0003344,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x96f6,sym.imp.pthread_mutex_unlock,source_sink_hint,radare2 6.1.9 via r2pipe,import-name heuristic over direct call,LOW,Name-based triage hint only; argument flow and exploitability are not established.,DERIVED_EVIDENCE
V23-R-0003345,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9704,0x6c30,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003346,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9720,0x1a8,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003347,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9738,0x7400,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003348,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9748,0x5d00,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003349,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9748,sym.imp.pthread_mutex_lock,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0003350,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9748,sym.imp.pthread_mutex_lock,source_sink_hint,radare2 6.1.9 via r2pipe,import-name heuristic over direct call,LOW,Name-based triage hint only; argument flow and exploitability are not established.,DERIVED_EVIDENCE
V23-R-0003351,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x974d,0x7a10,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003352,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9752,0x80a0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003353,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x975a,0x59f0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003354,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x975a,sym.imp.pthread_mutex_unlock,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0003355,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x975a,sym.imp.pthread_mutex_unlock,source_sink_hint,radare2 6.1.9 via r2pipe,import-name heuristic over direct call,LOW,Name-based triage hint only; argument flow and exploitability are not established.,DERIVED_EVIDENCE
V23-R-0003356,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x975f,0x24c160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003357,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x976e,0x400,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003358,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9782,0x23c160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003359,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9791,0x216160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003360,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x97a0,0x23a160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003361,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x97af,0x238160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003362,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x97be,0x236160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003363,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x97cd,0x234160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003364,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x97dc,0x22a160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003365,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x97eb,0x232160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003366,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x97fa,0x230160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003367,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9809,0x228160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003368,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9818,0x22e160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003369,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9827,0x22c160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003370,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9836,0x226160,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003371,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x984d,0x8a10,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003372,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9863,0x6c30,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003373,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9868,0x16070,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003374,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9874,0xbec0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003375,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9882,0x69c0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003376,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9887,0x6f20,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003377,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9896,0x12,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003378,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x98ac,0x95d0,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003379,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x98bb,0x5c10,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003380,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x98bb,sym.imp.sigemptyset,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0003381,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x98d5,0x5c20,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003382,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x98d5,sym.imp.sigaction,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0003383,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x98df,0xb,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003384,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x98e4,0x5c20,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003385,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x98e4,sym.imp.sigaction,import_call,radare2 6.1.9 via r2pipe,pdfj call target joined to aflj import,HIGH,Static import call; runtime interposition is outside scope.,DERIVED_EVIDENCE
V23-R-0003386,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x98e9,0x29b120,data_reference,radare2 6.1.9 via r2pipe,pdfj @ 0x9680; DATA ref,MEDIUM,Static reference does not establish runtime data provenance.,DERIVED_EVIDENCE
V23-R-0003387,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x98f9,0x69c0,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
V23-R-0003388,OPENPLC-RUNTIME-CURRENT-GCC-PROJECT-O2-S,6015014dc6e1f76a069ec9c706d6abeb80ac3228d9cb99c84dc88c9c280838a8,sym.plc_cycle_thread_void_,0x9901,0x5d00,function_call,radare2 6.1.9 via r2pipe,aaa; pdfj @ 0x9680; call filter,HIGH,Indirect calls may remain unresolved.,DERIVED_EVIDENCE
